brain,scenario,method,tissue_pct,skull_pct,status,converged,tissue_rmse,tissue_std,tissue_mean,skull_rmse,ms_ssim,psnr,n_tissue_px,n_skull_px,n_brain_px
vp_175439,missing_low_freq,sg,8.82,17.95,failed,0,83.579,7.203,1482.656,755.566,0.8915,17.8,24862,2401,37186
vp_175439,missing_low_freq,sg_c,87.5,81.59,converged,1,21.831,22.978,1580.152,191.606,0.972,23.377,24862,2401,37186
vp_167036,standard,baseline,97.93,47.45,buffer,0,10.708,19.785,1562.374,302.421,0.9775,23.325,27907,1452,39641
vp_167036,standard,dg,89.72,78.03,converged,1,18.679,18.933,1552.472,198.382,0.975,23.314,27907,1452,39641
vp_167036,standard,dg_c,94.72,70.87,converged,1,14.768,19.523,1570.939,218.233,0.9749,23.297,27907,1452,39641
vp_167036,standard,sg,96.85,84.16,converged,1,12.309,17.274,1559.059,177.975,0.9821,24.451,27907,1452,39641
vp_167036,standard,sg_c,92.45,65.22,converged,1,15.693,22.447,1560.759,239.297,0.9844,25.139,27907,1452,39641
vp_167036,reduced_compute,baseline,12.58,29.75,failed,0,85.221,46.371,1496.145,538.784,0.916,19.921,27907,1452,39641
vp_167036,reduced_compute,dg,88.95,79.48,converged,1,21.199,19.177,1581.258,237.873,0.9601,21.938,27907,1452,39641
vp_167036,reduced_compute,dg_c,95.8,80.92,converged,1,13.374,18.251,1559.496,223.586,0.9656,22.215,27907,1452,39641
vp_167036,reduced_compute,sg,97.08,89.94,converged,1,11.567,17.527,1562.216,155.986,0.9704,22.965,27907,1452,39641
vp_167036,reduced_compute,sg_c,95.24,72.66,converged,1,12.741,20.439,1567.077,217.025,0.9836,24.727,27907,1452,39641
vp_167036,missing_low_freq,baseline,7.12,16.8,failed,0,87.326,1.781,1480.07,695.955,0.9155,18.943,27907,1452,39641
vp_167036,missing_low_freq,dg,95.27,77.34,converged,1,12.757,17.673,1564.272,250.047,0.9612,21.952,27907,1452,39641
vp_167036,missing_low_freq,dg_c,90.38,76.38,converged,1,20.327,18.264,1581.363,243.632,0.9603,21.946,27907,1452,39641
vp_167036,missing_low_freq,sg,96.48,87.53,converged,1,12.039,17.273,1561.436,163.336,0.9739,23.457,27907,1452,39641
vp_167036,missing_low_freq,sg_c,81.11,83.33,converged,1,25.589,22.536,1545.086,179.09,0.9821,24.983,27907,1452,39641
vp_175035,standard,baseline,11.38,28.03,failed,0,85.314,33.034,1490.729,562.537,0.8931,18.56,27162,3982,41597
vp_175035,standard,dg,84.41,84.1,converged,1,24.023,20.834,1585.262,221.537,0.9494,21.713,27162,3982,41597
vp_175035,standard,dg_c,84.97,85.08,converged,1,23.241,20.238,1585.751,213.102,0.9496,21.717,27162,3982,41597
vp_175035,standard,sg,85.95,79.48,converged,1,23.493,20.666,1587.727,228.326,0.9666,22.944,27162,3982,41597
vp_175035,standard,sg_c,92.48,80.41,converged,1,18.345,21.213,1581.642,230.299,0.9702,23.231,27162,3982,41597
vp_175035,reduced_compute,baseline,7.27,22.5,failed,0,89.791,0.096,1480.001,721.482,0.8798,17.563,27162,3982,41597
vp_175035,reduced_compute,dg,7.27,7.38,failed,0,88.21,4.487,1481.571,860.399,0.8684,16.649,27162,3982,41597
vp_175035,reduced_compute,dg_c,31.58,49.45,failed,0,54.408,38.062,1609.939,462.307,0.8944,19.108,27162,3982,41597
vp_175035,reduced_compute,sg,88.4,86.29,converged,1,18.636,21.674,1578.751,218.716,0.9466,21.572,27162,3982,41597
vp_175035,reduced_compute,sg_c,82.23,83.48,converged,1,24.582,21.466,1588.354,221.99,0.956,22.35,27162,3982,41597
vp_175035,missing_low_freq,baseline,7.27,16.93,failed,0,89.792,0.004,1480.0,789.643,0.8764,17.368,27162,3982,41597
vp_175035,missing_low_freq,dg,7.27,31.69,failed,0,89.286,2.152,1480.484,679.937,0.8818,17.635,27162,3982,41597
vp_175035,missing_low_freq,dg_c,56.8,48.22,buffer,0,44.139,39.243,1594.156,493.91,0.895,19.094,27162,3982,41597
vp_175035,missing_low_freq,sg,7.28,25.51,failed,0,87.487,6.453,1482.289,701.717,0.8807,17.585,27162,3982,41597
vp_175035,missing_low_freq,sg_c,87.35,84.05,converged,1,20.876,21.434,1584.232,226.461,0.9623,22.779,27162,3982,41597
vp_679568,standard,baseline,92.45,61.6,converged,1,17.389,24.169,1567.557,268.982,0.9496,21.903,28635,3216,42463
vp_679568,standard,dg,94.64,78.33,converged,1,15.646,20.544,1557.575,258.81,0.9594,22.503,28635,3216,42463
vp_679568,standard,dg_c,95.52,80.53,converged,1,14.687,20.647,1558.479,242.729,0.9588,22.425,28635,3216,42463
vp_679568,standard,sg,98.2,88.68,converged,1,10.292,19.235,1561.386,165.655,0.977,24.231,28635,3216,42463
vp_679568,standard,sg_c,97.62,82.65,converged,1,11.531,20.919,1566.165,183.701,0.9806,24.661,28635,3216,42463
vp_679568,reduced_compute,baseline,7.74,15.08,failed,0,85.249,0.0,1480.0,729.092,0.8975,18.167,28635,3216,42463
vp_679568,reduced_compute,dg,62.15,76.99,converged,1,32.895,21.187,1591.753,266.575,0.9376,21.124,28635,3216,42463
vp_679568,reduced_compute,dg_c,74.07,80.13,converged,1,28.479,20.104,1587.746,244.917,0.9451,21.54,28635,3216,42463
vp_679568,reduced_compute,sg,96.29,89.65,converged,1,11.948,19.479,1565.829,167.636,0.9646,23.031,28635,3216,42463
vp_679568,reduced_compute,sg_c,96.31,83.8,converged,1,14.729,21.136,1571.837,181.207,0.9745,24.035,28635,3216,42463
vp_679568,missing_low_freq,baseline,7.74,10.63,failed,0,85.249,0.0,1480.0,793.667,0.8946,17.975,28635,3216,42463
vp_679568,missing_low_freq,dg,75.85,59.86,buffer,0,31.981,30.161,1579.076,512.545,0.9248,20.068,28635,3216,42463
vp_679568,missing_low_freq,dg_c,55.35,65.42,buffer,0,40.27,27.502,1595.373,455.638,0.9296,20.45,28635,3216,42463
vp_679568,missing_low_freq,sg,7.81,35.95,failed,0,85.001,2.933,1480.297,561.396,0.9033,18.784,28635,3216,42463
vp_679568,missing_low_freq,sg_c,87.44,90.83,converged,1,19.76,21.944,1548.545,154.703,0.9766,24.352,28635,3216,42463
vp_104820,standard,baseline,7.28,25.74,failed,0,89.324,1.479,1480.157,575.31,0.9002,18.243,27156,4071,41654
vp_104820,standard,dg,82.66,74.58,converged,1,25.509,23.379,1585.647,288.382,0.9507,21.79,27156,4071,41654
vp_104820,standard,dg_c,82.73,75.44,converged,1,25.563,23.086,1586.787,273.498,0.9509,21.793,27156,4071,41654
vp_104820,standard,sg,89.71,82.71,converged,1,21.58,21.832,1585.694,186.159,0.9723,23.441,27156,4071,41654
vp_104820,standard,sg_c,97.86,89.73,converged,1,10.26,21.441,1566.753,164.53,0.9727,23.418,27156,4071,41654
vp_104820,reduced_compute,baseline,7.26,20.95,failed,0,89.37,1.334,1480.108,774.452,0.8834,17.382,27156,4071,41654
vp_104820,reduced_compute,dg,7.27,5.18,failed,0,84.739,10.664,1485.076,900.399,0.8734,16.715,27156,4071,41654
vp_104820,reduced_compute,dg_c,39.34,57.46,failed,0,45.894,29.759,1605.289,434.932,0.9193,19.829,27156,4071,41654
vp_104820,reduced_compute,sg,58.42,83.37,buffer,0,33.275,23.571,1596.827,202.894,0.9459,21.613,27156,4071,41654
vp_104820,reduced_compute,sg_c,81.93,86.49,converged,1,25.701,22.763,1589.322,179.383,0.959,22.566,27156,4071,41654
vp_104820,missing_low_freq,baseline,7.27,14.37,failed,0,89.432,0.867,1480.041,861.764,0.8783,17.066,27156,4071,41654
vp_104820,missing_low_freq,dg,7.26,34.09,failed,0,87.691,5.182,1481.719,680.476,0.8916,17.876,27156,4071,41654
vp_104820,missing_low_freq,dg_c,27.04,46.6,failed,0,58.786,38.772,1614.176,531.086,0.8988,19.057,27156,4071,41654
vp_104820,missing_low_freq,sg,7.27,26.04,failed,0,83.383,10.778,1486.082,739.656,0.8826,17.535,27156,4071,41654
vp_104820,missing_low_freq,sg_c,96.23,89.54,converged,1,12.102,22.152,1567.359,166.72,0.9645,22.89,27156,4071,41654
vp_106319,standard,baseline,87.63,71.18,converged,1,19.56,26.738,1565.802,223.534,0.9447,21.988,29482,3532,43794
vp_106319,standard,dg,88.63,93.01,converged,1,20.063,22.285,1575.429,157.34,0.9566,22.625,29482,3532,43794
vp_106319,standard,dg_c,89.65,93.57,converged,1,19.613,22.458,1575.09,150.44,0.9566,22.597,29482,3532,43794
vp_106319,standard,sg,97.22,92.38,converged,1,12.383,22.441,1558.154,146.239,0.9763,24.438,29482,3532,43794
vp_106319,standard,sg_c,95.04,81.77,converged,1,15.551,25.13,1568.57,181.349,0.9795,24.709,29482,3532,43794
vp_106319,reduced_compute,baseline,13.41,17.19,failed,0,83.935,4.05,1480.665,638.39,0.8903,18.563,29482,3532,43794
vp_106319,reduced_compute,dg,62.68,60.48,converged,1,42.336,36.235,1589.362,339.493,0.9237,20.716,29482,3532,43794
vp_106319,reduced_compute,dg_c,77.9,90.4,converged,1,25.561,24.352,1580.368,159.096,0.9463,21.925,29482,3532,43794
vp_106319,reduced_compute,sg,94.71,94.68,converged,1,13.535,22.848,1564.288,137.154,0.9655,23.451,29482,3532,43794
vp_106319,reduced_compute,sg_c,92.4,88.42,converged,1,17.793,25.551,1570.74,160.911,0.973,24.213,29482,3532,43794
vp_106319,missing_low_freq,baseline,13.48,13.02,failed,0,84.024,4.637,1480.6,692.222,0.8878,18.44,29482,3532,43794
vp_106319,missing_low_freq,dg,13.41,48.92,failed,0,84.005,2.439,1480.497,462.508,0.9027,19.216,29482,3532,43794
vp_106319,missing_low_freq,dg_c,63.19,77.83,converged,1,34.917,26.201,1589.039,278.886,0.9256,20.926,29482,3532,43794
vp_106319,missing_low_freq,sg,21.68,39.3,failed,0,77.738,28.381,1491.638,498.362,0.9036,19.507,29482,3532,43794
vp_106319,missing_low_freq,sg_c,90.04,93.04,converged,1,18.849,25.577,1551.539,143.722,0.9743,24.429,29482,3532,43794
vp_187850,standard,baseline,45.12,43.59,buffer,0,47.985,49.093,1559.191,416.931,0.9325,21.51,28766,3244,42647
vp_187850,standard,dg,90.05,77.4,converged,1,19.632,22.483,1575.754,223.439,0.9605,22.853,28766,3244,42647
vp_187850,standard,dg_c,90.56,79.38,converged,1,19.481,22.371,1576.681,218.524,0.9598,22.762,28766,3244,42647
vp_187850,standard,sg,96.49,90.94,converged,1,12.437,20.935,1563.039,147.488,0.9733,24.113,28766,3244,42647
vp_187850,standard,sg_c,95.39,88.69,converged,1,13.307,22.903,1564.676,164.784,0.9784,24.617,28766,3244,42647
vp_187850,reduced_compute,baseline,9.7,18.65,failed,0,87.43,6.102,1481.138,666.58,0.8944,18.466,28766,3244,42647
vp_187850,reduced_compute,dg,43.79,66.06,buffer,0,43.573,29.795,1601.054,375.596,0.9202,20.363,28766,3244,42647
vp_187850,reduced_compute,dg_c,80.68,82.34,converged,1,25.759,22.488,1585.954,257.751,0.9446,21.679,28766,3244,42647
vp_187850,reduced_compute,sg,94.77,91.09,converged,1,13.935,21.456,1568.643,165.737,0.9595,22.893,28766,3244,42647
vp_187850,reduced_compute,sg_c,95.28,90.44,converged,1,14.115,22.678,1570.244,158.857,0.9713,23.922,28766,3244,42647
vp_187850,missing_low_freq,baseline,10.3,15.07,failed,0,87.639,7.782,1481.109,721.889,0.8915,18.35,28766,3244,42647
vp_187850,missing_low_freq,dg,9.59,43.71,failed,0,86.635,5.604,1481.711,555.063,0.9049,18.937,28766,3244,42647
vp_187850,missing_low_freq,dg_c,81.92,70.01,converged,1,26.874,27.81,1578.638,388.049,0.9268,20.577,28766,3244,42647
vp_187850,missing_low_freq,sg,9.77,41.37,failed,0,84.994,8.889,1483.483,557.237,0.8965,18.844,28766,3244,42647
vp_187850,missing_low_freq,sg_c,93.89,90.41,converged,1,14.56,23.28,1567.426,159.176,0.9735,24.291,28766,3244,42647
vp_170934,standard,baseline,98.41,61.6,converged,1,10.518,23.438,1562.209,252.15,0.9754,22.999,32551,1768,45439
vp_170934,standard,dg,95.4,74.1,converged,1,14.442,22.787,1571.871,221.59,0.9778,23.6,32551,1768,45439
vp_170934,standard,dg_c,96.02,74.04,converged,1,14.339,22.723,1573.304,220.222,0.9784,23.582,32551,1768,45439
vp_170934,standard,sg,97.94,70.53,converged,1,10.272,21.303,1569.931,229.376,0.987,24.914,32551,1768,45439
vp_170934,standard,sg_c,92.86,67.53,converged,1,15.426,23.896,1561.038,236.274,0.9862,25.166,32551,1768,45439
vp_170934,reduced_compute,baseline,9.06,23.53,failed,0,89.473,7.289,1480.487,642.271,0.9219,19.103,32551,1768,45439
vp_170934,reduced_compute,dg,66.09,28.56,failed,0,32.337,29.66,1588.841,588.825,0.9321,19.771,32551,1768,45439
vp_170934,reduced_compute,dg_c,91.83,79.92,converged,1,20.077,23.2,1582.907,215.843,0.9665,22.299,32551,1768,45439
vp_170934,reduced_compute,sg,96.45,75.4,converged,1,13.14,22.613,1574.905,221.947,0.9756,23.344,32551,1768,45439
vp_170934,reduced_compute,sg_c,94.5,72.62,converged,1,14.07,24.2,1564.607,218.166,0.984,24.695,32551,1768,45439
vp_170934,missing_low_freq,baseline,8.92,21.1,failed,0,89.6,1.352,1480.06,692.324,0.922,19.085,32551,1768,45439
vp_170934,missing_low_freq,dg,69.61,11.6,failed,0,28.414,23.212,1588.714,740.885,0.9259,19.059,32551,1768,45439
vp_170934,missing_low_freq,dg_c,88.75,60.46,converged,1,20.027,26.236,1573.282,429.767,0.9556,21.373,32551,1768,45439
vp_170934,missing_low_freq,sg,97.5,77.88,converged,1,12.211,21.055,1573.694,197.625,0.9817,24.196,32551,1768,45439
vp_170934,missing_low_freq,sg_c,62.09,77.66,converged,1,39.96,30.564,1536.413,204.19,0.9731,24.407,32551,1768,45439
vp_143325,standard,baseline,9.33,19.7,failed,0,86.122,24.779,1487.717,561.643,0.9003,19.034,25372,3766,39316
vp_143325,standard,dg,77.43,85.71,converged,1,27.127,18.35,1590.991,209.25,0.949,22.335,25372,3766,39316
vp_143325,standard,dg_c,82.11,86.48,converged,1,25.106,17.867,1589.593,194.28,0.9511,22.422,25372,3766,39316
vp_143325,standard,sg,81.13,86.46,converged,1,24.971,17.46,1590.893,166.677,0.9653,23.455,25372,3766,39316
vp_143325,standard,sg_c,97.67,94.18,converged,1,11.427,17.09,1563.036,133.842,0.9744,24.056,25372,3766,39316
vp_143325,reduced_compute,baseline,5.59,16.7,failed,0,88.643,10.107,1482.433,684.726,0.8869,18.211,25372,3766,39316
vp_143325,reduced_compute,dg,11.53,43.47,failed,0,87.423,84.343,1585.069,501.409,0.8803,19.103,25372,3766,39316
vp_143325,reduced_compute,dg_c,39.39,75.04,failed,0,41.076,24.084,1603.65,309.494,0.926,21.035,25372,3766,39316
vp_143325,reduced_compute,sg,58.25,91.48,buffer,0,31.195,18.589,1596.685,149.53,0.9498,22.513,25372,3766,39316
vp_143325,reduced_compute,sg_c,88.85,92.06,converged,1,22.15,17.602,1587.842,145.139,0.9657,23.554,25372,3766,39316
vp_143325,missing_low_freq,baseline,6.01,11.9,failed,0,88.789,14.52,1483.031,745.1,0.8817,18.012,25372,3766,39316
vp_143325,missing_low_freq,dg,4.94,30.96,failed,0,85.086,12.812,1485.913,631.571,0.8914,18.398,25372,3766,39316
vp_143325,missing_low_freq,dg_c,57.36,54.89,buffer,0,38.139,28.369,1595.746,430.768,0.9072,20.006,25372,3766,39316
vp_143325,missing_low_freq,sg,4.63,27.06,failed,0,81.283,15.12,1489.771,656.202,0.8861,18.308,25372,3766,39316
vp_143325,missing_low_freq,sg_c,97.18,95.94,converged,1,11.761,17.259,1565.363,124.904,0.9672,23.606,25372,3766,39316
vp_153631,standard,baseline,93.59,58.58,buffer,0,15.478,22.901,1571.828,265.263,0.9616,22.169,28603,2586,41803
vp_153631,standard,dg,95.47,82.64,converged,1,16.115,19.88,1580.637,186.845,0.9735,23.219,28603,2586,41803
vp_153631,standard,dg_c,96.06,89.21,converged,1,13.006,18.632,1563.361,169.971,0.9722,22.913,28603,2586,41803
vp_153631,standard,sg,96.99,85.15,converged,1,12.246,19.488,1565.188,175.612,0.9841,24.637,28603,2586,41803
vp_153631,standard,sg_c,86.25,87.94,converged,1,21.968,21.975,1553.397,172.079,0.984,24.644,28603,2586,41803
vp_153631,reduced_compute,baseline,5.86,22.08,failed,0,90.633,10.124,1482.718,661.817,0.9097,18.587,28603,2586,41803
vp_153631,reduced_compute,dg,67.63,66.4,converged,1,30.949,24.963,1595.024,314.487,0.9473,21.24,28603,2586,41803
vp_153631,reduced_compute,dg_c,86.77,81.4,converged,1,22.673,20.148,1589.475,209.176,0.9591,21.972,28603,2586,41803
vp_153631,reduced_compute,sg,98.49,88.55,converged,1,11.01,19.41,1570.553,164.724,0.9748,23.479,28603,2586,41803
vp_153631,reduced_compute,sg_c,94.1,77.11,converged,1,16.078,22.617,1577.262,203.308,0.9806,24.251,28603,2586,41803
vp_153631,missing_low_freq,baseline,5.17,17.94,failed,0,92.254,3.38,1480.457,749.403,0.9047,18.41,28603,2586,41803
vp_153631,missing_low_freq,dg,5.3,42.65,failed,0,89.116,9.555,1483.784,454.749,0.9286,19.652,28603,2586,41803
vp_153631,missing_low_freq,dg_c,94.9,73.86,converged,1,14.34,20.05,1576.063,258.654,0.9495,21.312,28603,2586,41803
vp_153631,missing_low_freq,sg,10.96,35.19,failed,0,83.29,25.072,1492.594,539.507,0.9175,19.351,28603,2586,41803
vp_153631,missing_low_freq,sg_c,81.45,89.91,converged,1,28.898,25.987,1549.735,158.519,0.9777,24.453,28603,2586,41803
vp_765056,standard,baseline,5.99,23.05,failed,0,87.092,11.752,1484.586,644.4,0.8936,18.252,32763,4884,49067
vp_765056,standard,dg,51.36,54.14,buffer,0,41.473,29.431,1600.292,481.439,0.9074,19.641,32763,4884,49067
vp_765056,standard,dg_c,80.93,66.03,converged,1,25.847,25.092,1582.917,366.019,0.9235,20.509,32763,4884,49067
vp_765056,standard,sg,96.22,85.11,converged,1,13.137,20.298,1572.371,168.472,0.9797,24.404,32763,4884,49067
vp_765056,standard,sg_c,96.28,92.04,converged,1,12.768,21.319,1570.91,145.163,0.9788,24.431,32763,4884,49067
vp_765056,reduced_compute,baseline,5.0,6.65,failed,0,90.806,0.021,1480.0,883.38,0.8776,17.067,32763,4884,49067
vp_765056,reduced_compute,dg,13.81,0.31,failed,0,63.277,23.127,1511.062,945.376,0.871,16.296,32763,4884,49067
vp_765056,reduced_compute,dg_c,43.19,32.74,buffer,0,45.694,29.694,1603.943,542.959,0.9025,19.226,32763,4884,49067
vp_765056,reduced_compute,sg,79.89,44.82,buffer,0,24.669,27.769,1577.831,489.249,0.9092,19.882,32763,4884,49067
vp_765056,reduced_compute,sg_c,85.72,94.16,converged,1,23.147,29.863,1568.276,137.286,0.9522,23.279,32763,4884,49067
vp_765056,missing_low_freq,baseline,5.0,6.57,failed,0,90.806,0.0,1480.0,938.453,0.8746,16.961,32763,4884,49067
vp_765056,missing_low_freq,dg,6.01,7.15,failed,0,68.498,17.886,1502.941,845.307,0.88,17.034,32763,4884,49067
vp_765056,missing_low_freq,dg_c,23.12,12.29,failed,0,108.326,106.908,1572.001,740.668,0.8588,17.587,32763,4884,49067
vp_765056,missing_low_freq,sg,5.36,0.12,failed,0,69.19,16.287,1502.146,875.011,0.8871,17.073,32763,4884,49067
vp_765056,missing_low_freq,sg_c,76.39,90.83,converged,1,30.058,32.169,1556.738,148.492,0.9635,24.15,32763,4884,49067
vp_137532,standard,baseline,13.76,24.23,failed,0,83.772,5.159,1480.548,729.239,0.8999,18.27,32842,2939,47093
vp_137532,standard,dg,62.82,36.41,buffer,0,34.741,28.224,1585.283,695.123,0.9232,19.2,32842,2939,47093
vp_137532,standard,dg_c,87.07,68.97,converged,1,22.451,24.511,1573.214,370.128,0.9472,21.284,32842,2939,47093
vp_137532,standard,sg,90.69,89.66,converged,1,17.439,24.768,1559.361,162.993,0.9614,23.018,32842,2939,47093
vp_137532,standard,sg_c,93.93,85.64,converged,1,14.58,26.04,1559.263,170.002,0.9818,24.869,32842,2939,47093
vp_137532,reduced_compute,baseline,13.72,1.94,failed,0,84.02,0.001,1480.0,971.716,0.8816,17.051,32842,2939,47093
vp_137532,reduced_compute,dg,63.77,43.59,buffer,0,36.069,27.35,1584.418,469.229,0.9226,19.82,32842,2939,47093
vp_137532,reduced_compute,dg_c,64.89,29.7,failed,0,31.898,24.959,1585.264,428.902,0.9287,20.155,32842,2939,47093
vp_137532,reduced_compute,sg,83.85,55.73,buffer,0,26.513,28.815,1573.157,390.992,0.9419,21.058,32842,2939,47093
vp_137532,reduced_compute,sg_c,68.12,90.85,converged,1,40.005,40.869,1543.994,156.028,0.9538,23.488,32842,2939,47093
vp_137532,missing_low_freq,baseline,13.72,1.94,failed,0,84.017,0.177,1480.008,1010.319,0.8799,17.022,32842,2939,47093
vp_137532,missing_low_freq,dg,13.76,4.66,failed,0,73.799,9.937,1489.866,909.894,0.8938,17.28,32842,2939,47093
vp_137532,missing_low_freq,dg_c,48.93,23.78,failed,0,45.663,34.99,1591.61,704.232,0.9139,19.02,32842,2939,47093
vp_137532,missing_low_freq,sg,82.83,58.97,buffer,0,70.422,71.087,1565.745,549.272,0.9181,20.041,32842,2939,47093
vp_137532,missing_low_freq,sg_c,0.0,35.52,failed,0,203.432,103.966,1733.309,528.948,0.8905,17.856,32842,2939,47093
vp_204016,standard,baseline,6.6,18.03,failed,0,87.069,13.445,1482.16,581.45,0.9066,19.099,29081,3888,43779
vp_204016,standard,dg,89.53,89.43,converged,1,20.31,20.081,1581.452,185.034,0.9601,22.975,29081,3888,43779
vp_204016,standard,dg_c,89.84,90.17,converged,1,19.927,19.71,1581.811,167.365,0.9601,22.933,29081,3888,43779
vp_204016,standard,sg,98.6,90.66,converged,1,9.623,18.558,1564.491,148.968,0.9789,24.706,29081,3888,43779
vp_204016,standard,sg_c,97.98,94.14,converged,1,11.815,19.649,1559.675,136.941,0.9798,24.763,29081,3888,43779
vp_204016,reduced_compute,baseline,5.49,14.89,failed,0,88.241,0.034,1480.001,710.996,0.8936,18.244,29081,3888,43779
vp_204016,reduced_compute,dg,5.53,25.1,failed,0,85.479,8.325,1482.865,661.819,0.896,18.346,29081,3888,43779
vp_204016,reduced_compute,dg_c,68.7,80.86,converged,1,29.389,21.778,1590.783,232.827,0.9395,21.623,29081,3888,43779
vp_204016,reduced_compute,sg,81.74,89.51,converged,1,25.231,20.114,1588.495,158.64,0.9647,23.477,29081,3888,43779
vp_204016,reduced_compute,sg_c,93.33,91.1,converged,1,18.181,22.045,1578.244,154.674,0.9685,24.161,29081,3888,43779
vp_204016,missing_low_freq,baseline,5.49,10.52,failed,0,88.242,0.003,1480.0,763.04,0.8911,18.072,29081,3888,43779
vp_204016,missing_low_freq,dg,5.49,17.64,failed,0,86.423,4.798,1481.714,758.739,0.8904,17.756,29081,3888,43779
vp_204016,missing_low_freq,dg_c,61.48,51.11,buffer,0,38.724,32.834,1590.413,462.649,0.9085,19.937,29081,3888,43779
vp_204016,missing_low_freq,sg,5.58,34.03,failed,0,85.962,6.659,1482.264,580.214,0.8987,18.789,29081,3888,43779
vp_204016,missing_low_freq,sg_c,95.83,88.61,converged,1,15.567,22.304,1573.027,161.09,0.9769,24.705,29081,3888,43779
vp_481951,standard,baseline,93.34,26.19,failed,0,18.188,18.569,1585.141,360.062,0.9789,23.762,28389,1516,40406
vp_481951,standard,dg,93.56,70.65,converged,1,15.991,20.276,1574.114,220.203,0.9768,24.057,28389,1516,40406
vp_481951,standard,dg_c,88.68,83.58,converged,1,18.3,19.009,1557.453,178.226,0.976,23.833,28389,1516,40406
