brain,scenario,method,tissue_pct,skull_pct,status,converged,tissue_rmse,tissue_std,tissue_mean,skull_rmse,ms_ssim,psnr,n_tissue_px,n_skull_px,n_brain_px
vp_679770,missing_low_freq,sg_c,71.36,60.29,converged,1,31.528,31.486,1552.189,245.117,0.9718,24.514,31191,2007,44170
vp_100206,standard,baseline,6.27,17.96,failed,0,84.024,0.352,1480.017,788.722,0.8992,17.6,34909,3859,50307
vp_100206,standard,dg,65.3,38.43,buffer,0,36.293,30.289,1584.757,620.357,0.9208,19.23,34909,3859,50307
vp_100206,standard,sg,84.21,25.37,failed,0,33.883,34.133,1565.37,655.275,0.8767,18.051,34909,3859,50307
vp_100206,standard,sg_c,86.01,85.41,converged,1,20.413,25.853,1555.044,172.511,0.974,24.01,34909,3859,50307
vp_100206,reduced_compute,baseline,6.27,5.52,failed,0,84.039,0.015,1480.0,958.636,0.8841,16.598,34909,3859,50307
vp_100206,reduced_compute,dg,14.96,8.86,failed,0,64.826,22.539,1501.998,820.695,0.8915,17.134,34909,3859,50307
vp_100206,reduced_compute,sg,70.24,6.84,failed,0,36.647,33.095,1579.972,775.299,0.8671,17.605,34909,3859,50307
vp_100206,reduced_compute,sg_c,65.02,43.79,buffer,0,51.987,52.309,1556.837,445.327,0.8859,19.873,34909,3859,50307
vp_100206,missing_low_freq,baseline,6.29,4.22,failed,0,83.668,2.846,1480.512,986.585,0.8838,16.62,34909,3859,50307
vp_100206,missing_low_freq,dg,6.83,11.69,failed,0,65.506,14.159,1498.934,899.832,0.8842,16.738,34909,3859,50307
vp_100206,missing_low_freq,sg,83.62,5.57,failed,0,83.511,81.115,1578.871,868.501,0.8211,16.418,34909,3859,50307
vp_100206,missing_low_freq,sg_c,0.0,14.98,failed,0,213.402,116.495,1739.474,690.132,0.8217,15.844,34909,3859,50307
vp_114318,standard,baseline,75.25,54.23,buffer,0,27.576,19.979,1587.533,285.579,0.9622,22.487,25545,2670,38324
vp_114318,standard,dg,90.24,68.31,converged,1,17.998,19.558,1561.879,326.394,0.9499,21.822,25545,2670,38324
vp_114318,standard,sg,84.39,79.55,converged,1,22.429,18.602,1580.585,218.909,0.9665,23.19,25545,2670,38324
vp_114318,standard,sg_c,91.04,75.13,converged,1,19.111,21.072,1572.984,219.91,0.9748,23.956,25545,2670,38324
vp_114318,reduced_compute,baseline,5.34,23.86,failed,0,85.041,0.653,1480.078,682.981,0.9021,18.534,25545,2670,38324
vp_114318,reduced_compute,dg,81.45,45.69,buffer,0,26.063,23.939,1576.724,595.262,0.9248,19.538,25545,2670,38324
vp_114318,reduced_compute,sg,66.75,72.36,converged,1,30.397,19.635,1589.156,273.53,0.9513,22.065,25545,2670,38324
vp_114318,reduced_compute,sg_c,84.42,77.34,converged,1,22.369,20.216,1579.229,216.514,0.9673,23.26,25545,2670,38324
vp_114318,missing_low_freq,baseline,5.34,20.15,failed,0,84.984,1.075,1480.137,732.721,0.8981,18.408,25545,2670,38324
vp_114318,missing_low_freq,dg,88.08,56.93,buffer,0,20.908,20.568,1569.261,422.369,0.9377,20.984,25545,2670,38324
vp_114318,missing_low_freq,sg,5.39,26.07,failed,0,82.788,6.414,1482.407,721.426,0.8978,18.368,25545,2670,38324
vp_114318,missing_low_freq,sg_c,83.83,77.72,converged,1,23.112,22.441,1577.021,225.609,0.9673,23.408,25545,2670,38324
vp_368753,standard,baseline,94.12,47.11,buffer,0,15.542,25.769,1568.447,300.115,0.9633,21.948,27067,2233,39495
vp_368753,standard,dg,85.52,71.92,converged,1,20.303,23.802,1550.276,247.502,0.9659,22.359,27067,2233,39495
vp_368753,standard,sg,92.03,67.04,converged,1,17.282,22.796,1573.651,239.471,0.9729,23.178,27067,2233,39495
vp_368753,standard,sg_c,94.68,64.67,converged,1,14.476,25.326,1561.435,240.123,0.9803,24.027,27067,2233,39495
vp_368753,reduced_compute,baseline,10.78,21.59,failed,0,85.284,0.49,1480.035,666.737,0.9087,18.422,27067,2233,39495
vp_368753,reduced_compute,dg,52.61,51.68,buffer,0,37.708,29.25,1592.958,578.962,0.9343,19.638,27067,2233,39495
vp_368753,reduced_compute,sg,77.37,67.98,converged,1,26.732,23.444,1585.042,250.425,0.9592,21.987,27067,2233,39495
vp_368753,reduced_compute,sg_c,93.09,70.4,converged,1,16.466,25.143,1570.414,227.906,0.9717,23.13,27067,2233,39495
vp_368753,missing_low_freq,baseline,10.78,15.58,failed,0,85.29,0.341,1480.022,762.212,0.9027,18.199,27067,2233,39495
vp_368753,missing_low_freq,dg,91.42,66.82,converged,1,18.192,24.407,1567.272,354.512,0.9441,20.734,27067,2233,39495
vp_368753,missing_low_freq,sg,48.54,38.2,buffer,0,51.873,50.416,1577.864,580.987,0.9237,20.183,27067,2233,39495
vp_368753,missing_low_freq,sg_c,93.41,74.56,converged,1,15.81,25.852,1564.71,216.083,0.9746,23.572,27067,2233,39495
vp_713239,standard,baseline,45.07,36.43,buffer,0,57.549,51.568,1546.245,836.573,0.8874,17.578,23612,4702,38488
vp_713239,standard,dg,61.41,44.73,buffer,0,45.863,43.289,1587.922,725.377,0.9034,18.178,23612,4702,38488
vp_713239,standard,sg,73.36,54.51,buffer,0,41.651,40.097,1585.492,604.827,0.915,19.222,23612,4702,38488
vp_713239,standard,sg_c,83.27,66.93,converged,1,30.801,30.145,1582.101,351.559,0.9399,21.318,23612,4702,38488
vp_713239,reduced_compute,baseline,6.66,19.99,failed,0,86.384,0.004,1480.0,1025.024,0.8649,15.725,23612,4702,38488
vp_713239,reduced_compute,dg,27.82,16.78,failed,0,65.503,61.271,1568.429,989.624,0.8562,15.955,23612,4702,38488
vp_713239,reduced_compute,sg,25.46,44.6,failed,0,67.566,49.287,1615.457,729.956,0.8883,17.871,23612,4702,38488
vp_713239,reduced_compute,sg_c,34.44,52.79,failed,0,61.102,48.051,1606.652,624.824,0.9098,19.037,23612,4702,38488
vp_713239,missing_low_freq,baseline,6.66,15.14,failed,0,86.384,0.0,1480.0,1087.511,0.8616,15.488,23612,4702,38488
vp_713239,missing_low_freq,dg,6.66,21.86,failed,0,86.316,0.874,1480.075,978.868,0.863,15.654,23612,4702,38488
vp_713239,missing_low_freq,sg,6.66,17.82,failed,0,86.311,0.945,1480.078,1025.66,0.8581,15.573,23612,4702,38488
vp_713239,missing_low_freq,sg_c,77.72,54.89,buffer,0,38.4,39.72,1577.275,562.12,0.9154,19.524,23612,4702,38488
vp_198249,standard,baseline,5.82,23.09,failed,0,86.246,1.811,1480.079,815.307,0.8964,17.526,30628,4656,46381
vp_198249,standard,dg,59.2,44.97,buffer,0,46.407,44.07,1584.506,703.751,0.905,18.612,30628,4656,46381
vp_198249,standard,sg,89.39,81.08,converged,1,19.287,23.248,1572.58,199.532,0.9632,23.07,30628,4656,46381
vp_198249,standard,sg_c,90.75,83.44,converged,1,17.999,24.196,1566.082,190.512,0.9658,23.331,30628,4656,46381
vp_198249,reduced_compute,baseline,5.78,18.54,failed,0,86.296,0.266,1480.011,935.377,0.8825,16.804,30628,4656,46381
vp_198249,reduced_compute,dg,5.81,1.31,failed,0,81.162,7.309,1484.983,955.603,0.881,16.085,30628,4656,46381
vp_198249,reduced_compute,sg,71.53,60.65,converged,1,30.561,28.844,1583.772,436.593,0.944,21.098,30628,4656,46381
vp_198249,reduced_compute,sg_c,80.71,75.54,converged,1,27.727,30.023,1553.243,257.782,0.9482,22.251,30628,4656,46381
vp_198249,missing_low_freq,baseline,5.78,13.4,failed,0,86.302,0.124,1480.004,960.249,0.8831,16.82,30628,4656,46381
vp_198249,missing_low_freq,dg,5.78,5.78,failed,0,81.863,6.137,1484.206,956.086,0.8785,16.332,30628,4656,46381
vp_198249,missing_low_freq,sg,78.95,54.57,buffer,0,26.366,30.094,1567.51,487.323,0.9388,20.629,30628,4656,46381
vp_198249,missing_low_freq,sg_c,85.82,79.57,converged,1,23.768,27.89,1567.355,214.05,0.9561,22.815,30628,4656,46381
vp_121618,standard,baseline,92.42,74.0,converged,1,17.619,22.474,1574.309,215.526,0.9605,23.561,31444,2792,45185
vp_121618,standard,dg,90.72,81.48,converged,1,18.514,18.896,1551.205,239.16,0.9637,23.633,31444,2792,45185
vp_121618,standard,sg,95.08,93.62,converged,1,16.467,18.488,1550.383,133.291,0.9806,25.458,31444,2792,45185
vp_121618,standard,sg_c,92.48,86.57,converged,1,15.925,22.843,1557.043,169.007,0.9819,25.805,31444,2792,45185
vp_121618,reduced_compute,baseline,7.62,23.07,failed,0,85.524,0.277,1480.005,634.538,0.9108,19.5,31444,2792,45185
vp_121618,reduced_compute,dg,79.7,56.63,buffer,0,29.33,31.688,1573.898,344.807,0.9314,21.311,31444,2792,45185
vp_121618,reduced_compute,sg,97.47,97.1,converged,1,13.236,19.174,1554.914,114.232,0.9704,24.263,31444,2792,45185
vp_121618,reduced_compute,sg_c,92.67,91.69,converged,1,15.746,23.323,1560.223,145.908,0.9773,25.42,31444,2792,45185
vp_121618,missing_low_freq,baseline,7.62,14.36,failed,0,85.529,0.0,1480.0,683.149,0.9092,19.351,31444,2792,45185
vp_121618,missing_low_freq,dg,73.95,34.49,buffer,0,31.98,28.155,1583.133,551.523,0.9253,20.45,31444,2792,45185
vp_121618,missing_low_freq,sg,96.4,89.54,converged,1,12.64,18.991,1569.199,154.156,0.9769,25.216,31444,2792,45185
vp_121618,missing_low_freq,sg_c,88.76,90.15,converged,1,19.256,24.579,1555.584,159.444,0.9779,25.629,31444,2792,45185
vp_196144,standard,baseline,12.95,33.66,failed,0,82.58,32.008,1491.014,554.181,0.9076,18.852,26356,3414,39988
vp_196144,standard,dg,83.04,71.29,converged,1,25.174,22.519,1582.715,278.181,0.9512,21.227,26356,3414,39988
vp_196144,standard,sg,85.39,84.8,converged,1,23.032,20.835,1583.97,180.699,0.9714,23.083,26356,3414,39988
vp_196144,standard,sg_c,96.37,84.48,converged,1,14.075,21.674,1571.287,178.289,0.9763,23.458,26356,3414,39988
vp_196144,reduced_compute,baseline,10.69,25.63,failed,0,84.476,12.346,1483.374,743.033,0.8866,17.492,26356,3414,39988
vp_196144,reduced_compute,dg,55.55,39.48,buffer,0,37.089,30.866,1591.219,654.875,0.9046,18.231,26356,3414,39988
vp_196144,reduced_compute,sg,89.4,85.68,converged,1,18.552,22.81,1575.22,207.326,0.9493,21.292,26356,3414,39988
vp_196144,reduced_compute,sg_c,96.37,90.25,converged,1,13.105,21.695,1562.163,170.332,0.963,22.202,26356,3414,39988
vp_196144,missing_low_freq,baseline,11.34,22.29,failed,0,84.281,15.762,1484.205,800.812,0.8829,17.388,26356,3414,39988
vp_196144,missing_low_freq,dg,8.9,34.27,failed,0,83.711,8.966,1483.3,630.332,0.8986,18.023,26356,3414,39988
vp_196144,missing_low_freq,sg,9.01,30.11,failed,0,79.89,13.622,1487.398,741.698,0.8849,17.503,26356,3414,39988
vp_196144,missing_low_freq,sg_c,92.53,88.81,converged,1,17.447,22.798,1573.943,171.236,0.9684,22.858,26356,3414,39988
vp_208125,standard,baseline,78.44,57.13,buffer,0,29.707,25.88,1588.528,320.829,0.9505,21.286,29176,2951,42767
vp_208125,standard,dg,89.01,69.26,converged,1,19.19,21.563,1554.392,293.938,0.9643,22.054,29176,2951,42767
vp_208125,standard,sg,97.31,90.55,converged,1,13.391,20.75,1556.719,144.914,0.9806,23.935,29176,2951,42767
vp_208125,standard,sg_c,91.42,89.22,converged,1,18.373,22.329,1550.964,156.28,0.9826,24.139,29176,2951,42767
vp_208125,reduced_compute,baseline,8.2,33.65,failed,0,87.608,0.985,1480.126,743.495,0.8999,17.864,29176,2951,42767
vp_208125,reduced_compute,dg,35.72,49.17,failed,0,47.961,35.492,1601.497,558.78,0.9202,19.225,29176,2951,42767
vp_208125,reduced_compute,sg,96.6,84.07,converged,1,12.042,21.429,1563.237,187.396,0.9658,22.325,29176,2951,42767
vp_208125,reduced_compute,sg_c,94.68,82.65,converged,1,14.356,23.599,1567.981,187.208,0.9744,23.4,29176,2951,42767
vp_208125,missing_low_freq,baseline,8.2,27.82,failed,0,87.715,0.101,1480.009,817.982,0.8971,17.754,29176,2951,42767
vp_208125,missing_low_freq,dg,8.2,37.68,failed,0,86.521,3.987,1481.21,651.2,0.9089,18.246,29176,2951,42767
vp_208125,missing_low_freq,sg,8.44,43.75,failed,0,84.555,8.206,1483.221,611.865,0.9063,18.347,29176,2951,42767
vp_208125,missing_low_freq,sg_c,83.91,84.24,converged,1,21.343,27.273,1558.166,178.901,0.9742,23.902,29176,2951,42767
vp_613538,standard,baseline,10.41,26.98,failed,0,86.644,35.107,1488.834,506.215,0.9059,19.115,26857,3491,40876
vp_613538,standard,dg,85.3,85.45,converged,1,23.426,18.447,1585.115,192.665,0.9572,22.304,26857,3491,40876
vp_613538,standard,sg,93.97,83.73,converged,1,18.511,17.227,1582.03,180.815,0.9767,23.978,26857,3491,40876
vp_613538,standard,sg_c,98.35,89.09,converged,1,10.223,17.205,1560.928,159.171,0.9802,24.243,26857,3491,40876
vp_613538,reduced_compute,baseline,5.58,18.65,failed,0,86.19,8.247,1482.06,695.347,0.8854,17.926,26857,3491,40876
vp_613538,reduced_compute,dg,78.33,65.68,converged,1,24.036,23.131,1580.414,314.519,0.9266,20.448,26857,3491,40876
vp_613538,reduced_compute,sg,75.37,86.08,converged,1,26.574,18.111,1590.256,169.264,0.9609,22.673,26857,3491,40876
vp_613538,reduced_compute,sg_c,94.87,84.96,converged,1,19.083,17.551,1582.856,173.927,0.9739,23.692,26857,3491,40876
vp_613538,missing_low_freq,baseline,7.08,13.95,failed,0,86.647,10.689,1481.979,757.727,0.8806,17.726,26857,3491,40876
vp_613538,missing_low_freq,dg,5.56,41.91,failed,0,83.83,10.653,1484.226,595.12,0.8969,18.348,26857,3491,40876
vp_613538,missing_low_freq,sg,5.65,38.24,failed,0,82.304,12.573,1485.906,624.097,0.8875,18.187,26857,3491,40876
vp_613538,missing_low_freq,sg_c,94.85,83.9,converged,1,17.589,18.584,1579.713,179.24,0.9774,24.119,26857,3491,40876
vp_826454,standard,baseline,96.13,59.93,buffer,0,12.55,21.209,1567.958,248.627,0.9673,22.611,28381,2034,40873
vp_826454,standard,dg,94.73,78.42,converged,1,15.47,20.382,1575.096,190.544,0.9747,23.372,28381,2034,40873
vp_826454,standard,sg,95.94,82.35,converged,1,16.659,18.439,1582.597,179.86,0.9809,24.349,28381,2034,40873
vp_826454,standard,sg_c,85.4,87.91,converged,1,22.562,20.68,1549.588,160.849,0.9856,25.075,28381,2034,40873
vp_826454,reduced_compute,baseline,5.45,23.4,failed,0,91.03,11.315,1480.793,623.725,0.9143,18.979,28381,2034,40873
vp_826454,reduced_compute,dg,64.84,47.44,buffer,0,37.559,27.222,1598.683,403.562,0.9351,20.427,28381,2034,40873
vp_826454,reduced_compute,sg,97.41,94.25,converged,1,11.334,18.93,1571.501,140.161,0.9678,22.882,28381,2034,40873
vp_826454,reduced_compute,sg_c,97.58,82.55,converged,1,12.444,20.842,1573.655,175.465,0.9802,24.425,28381,2034,40873
vp_826454,missing_low_freq,baseline,5.37,18.34,failed,0,90.92,0.296,1480.009,730.164,0.9102,18.737,28381,2034,40873
vp_826454,missing_low_freq,dg,5.37,49.12,failed,0,90.821,1.337,1480.131,532.427,0.9191,19.07,28381,2034,40873
vp_826454,missing_low_freq,sg,25.24,32.55,failed,0,77.331,42.241,1504.594,548.528,0.9287,19.974,28381,2034,40873
vp_826454,missing_low_freq,sg_c,78.54,91.69,converged,1,29.16,25.362,1546.578,146.271,0.9799,24.969,28381,2034,40873
vp_159946,standard,baseline,10.06,10.02,failed,0,84.626,1.4,1480.063,949.861,0.8912,16.876,35463,3863,51078
vp_159946,standard,dg,48.0,11.47,failed,0,42.152,32.581,1589.012,904.32,0.8892,17.164,35463,3863,51078
vp_159946,standard,sg,77.02,9.35,failed,0,71.577,70.076,1573.628,922.995,0.8358,16.518,35463,3863,51078
vp_159946,standard,sg_c,69.42,80.09,converged,1,37.39,35.801,1543.488,244.885,0.9327,21.685,35463,3863,51078
vp_159946,reduced_compute,baseline,10.06,2.05,failed,0,84.678,0.0,1480.0,1129.206,0.8736,15.819,35463,3863,51078
vp_159946,reduced_compute,dg,11.0,2.87,failed,0,63.249,25.435,1505.567,1018.818,0.8762,16.114,35463,3863,51078
vp_159946,reduced_compute,sg,56.99,0.47,failed,0,46.614,39.374,1588.034,978.755,0.8552,16.68,35463,3863,51078
vp_159946,reduced_compute,sg_c,65.34,12.01,failed,0,61.316,61.369,1565.396,677.143,0.8608,18.376,35463,3863,51078
vp_159946,missing_low_freq,baseline,10.06,2.54,failed,0,84.678,0.0,1480.0,1155.279,0.8729,15.82,35463,3863,51078
vp_159946,missing_low_freq,dg,11.0,4.87,failed,0,62.843,15.622,1502.567,1051.614,0.8751,16.012,35463,3863,51078
vp_159946,missing_low_freq,sg,73.57,4.17,failed,0,85.313,80.834,1586.195,1034.662,0.8174,15.775,35463,3863,51078
vp_159946,missing_low_freq,sg_c,0.0,8.75,failed,0,220.34,125.861,1740.334,857.073,0.7991,15.223,35463,3863,51078
vp_185947,standard,baseline,13.45,24.64,failed,0,86.908,44.877,1494.342,478.871,0.9099,19.275,29640,3231,43809
vp_185947,standard,dg,94.98,82.58,converged,1,14.313,19.635,1562.025,205.694,0.9598,21.909,29640,3231,43809
vp_185947,standard,sg,92.95,76.35,converged,1,17.65,21.559,1576.177,196.729,0.9798,24.055,29640,3231,43809
vp_185947,standard,sg_c,93.55,78.52,converged,1,15.228,23.48,1567.131,192.758,0.9808,24.129,29640,3231,43809
vp_185947,reduced_compute,baseline,9.41,21.08,failed,0,85.837,9.562,1482.177,690.397,0.8961,18.065,29640,3231,43809
vp_185947,reduced_compute,dg,36.82,50.97,failed,0,48.843,37.695,1598.857,465.689,0.9162,19.644,29640,3231,43809
vp_185947,reduced_compute,sg,89.22,83.72,converged,1,21.19,22.355,1580.226,190.777,0.9612,22.479,29640,3231,43809
vp_185947,reduced_compute,sg_c,93.4,83.35,converged,1,17.136,24.135,1571.083,174.377,0.9725,23.384,29640,3231,43809
vp_185947,missing_low_freq,baseline,9.76,17.92,failed,0,86.206,11.124,1482.062,745.014,0.8932,18.013,29640,3231,43809
vp_185947,missing_low_freq,dg,8.59,43.3,failed,0,84.382,8.351,1483.155,549.751,0.9094,18.715,29640,3231,43809
vp_185947,missing_low_freq,sg,9.07,46.39,failed,0,85.652,8.603,1482.167,467.219,0.9118,19.131,29640,3231,43809
vp_185947,missing_low_freq,sg_c,77.65,91.36,converged,1,31.386,27.303,1542.769,150.693,0.9706,23.858,29640,3231,43809
vp_454140,standard,baseline,11.28,45.51,failed,0,86.842,4.394,1480.401,749.546,0.8804,16.989,25783,4559,40501
vp_454140,standard,dg,73.04,58.28,buffer,0,29.373,29.927,1581.45,415.846,0.9178,19.254,25783,4559,40501
vp_454140,standard,sg,84.55,71.73,converged,1,21.604,26.521,1576.748,254.702,0.9403,20.706,25783,4559,40501
vp_454140,standard,sg_c,80.68,77.65,converged,1,24.513,26.592,1583.13,228.922,0.9489,21.354,25783,4559,40501
vp_454140,reduced_compute,baseline,11.05,23.89,failed,0,87.033,0.411,1480.019,996.746,0.8635,15.883,25783,4559,40501
vp_454140,reduced_compute,dg,11.05,7.5,failed,0,85.139,6.649,1482.065,1069.559,0.8556,15.226,25783,4559,40501
vp_454140,reduced_compute,sg,37.39,57.21,failed,0,51.533,35.615,1606.709,488.374,0.8967,18.629,25783,4559,40501
vp_454140,reduced_compute,sg_c,80.63,60.12,converged,1,28.576,32.775,1578.756,364.848,0.9177,19.603,25783,4559,40501
vp_454140,missing_low_freq,baseline,11.05,16.69,failed,0,87.047,0.07,1480.002,1093.086,0.8574,15.57,25783,4559,40501
vp_454140,missing_low_freq,dg,11.05,21.01,failed,0,84.16,7.244,1482.969,877.145,0.8716,16.307,25783,4559,40501
vp_454140,missing_low_freq,sg,11.12,19.39,failed,0,79.159,14.094,1488.324,1002.976,0.8605,15.789,25783,4559,40501
vp_454140,missing_low_freq,sg_c,71.26,70.43,converged,1,32.0,30.375,1587.819,297.29,0.9322,20.493,25783,4559,40501
vp_318637,standard,baseline,89.4,45.34,buffer,0,18.8,25.274,1568.034,325.337,0.9456,21.588,30228,3026,44186
vp_318637,standard,dg,92.69,87.57,converged,1,19.167,21.046,1579.27,163.063,0.9657,22.839,30228,3026,44186
vp_318637,standard,sg,94.03,78.42,converged,1,15.557,20.788,1556.11,200.018,0.9748,23.807,30228,3026,44186
vp_318637,standard,sg_c,92.08,68.08,converged,1,15.754,22.888,1560.506,230.593,0.9774,24.063,30228,3026,44186
vp_318637,reduced_compute,baseline,8.26,18.34,failed,0,86.603,4.752,1481.208,629.484,0.9016,18.536,30228,3026,44186
vp_318637,reduced_compute,dg,47.85,37.11,buffer,0,49.727,41.108,1595.771,516.534,0.9152,19.719,30228,3026,44186
vp_318637,reduced_compute,sg,88.6,76.57,converged,1,19.821,21.456,1579.841,208.748,0.9653,23.0,30228,3026,44186
vp_318637,reduced_compute,sg_c,91.85,76.77,converged,1,16.678,23.865,1565.02,202.789,0.9714,23.654,30228,3026,44186
vp_318637,missing_low_freq,baseline,8.27,16.29,failed,0,86.525,6.291,1481.323,678.121,0.8984,18.464,30228,3026,44186
vp_318637,missing_low_freq,dg,8.25,38.7,failed,0,85.874,4.816,1481.768,549.932,0.9035,18.503,30228,3026,44186
vp_318637,missing_low_freq,sg,8.66,35.33,failed,0,86.051,6.987,1481.805,533.074,0.912,19.193,30228,3026,44186
vp_318637,missing_low_freq,sg_c,87.94,73.03,converged,1,21.352,26.033,1560.969,214.825,0.9698,23.776,30228,3026,44186
vp_748258,standard,baseline,88.27,42.92,buffer,0,21.82,22.064,1582.72,328.77,0.9715,22.783,27646,2132,40145
vp_748258,standard,dg,87.89,76.08,converged,1,18.66,21.513,1554.329,219.256,0.9689,22.779,27646,2132,40145
vp_748258,standard,sg,96.97,78.94,converged,1,13.508,19.673,1557.657,196.544,0.9781,24.003,27646,2132,40145
vp_748258,standard,sg_c,92.74,70.4,converged,1,15.764,23.525,1560.695,229.128,0.9822,24.579,27646,2132,40145
vp_748258,reduced_compute,baseline,8.0,23.12,failed,0,86.694,3.523,1480.271,603.429,0.9187,19.063,27646,2132,40145
vp_748258,reduced_compute,dg,81.84,64.21,converged,1,26.204,22.867,1583.703,330.649,0.9511,21.482,27646,2132,40145
vp_748258,reduced_compute,sg,96.81,76.88,converged,1,12.288,19.927,1563.66,207.103,0.9681,22.841,27646,2132,40145
vp_748258,reduced_compute,sg_c,95.34,73.45,converged,1,14.394,22.138,1568.428,218.969,0.9782,23.994,27646,2132,40145
vp_748258,missing_low_freq,baseline,7.81,16.84,failed,0,86.785,0.882,1480.109,675.192,0.9128,18.823,27646,2132,40145
vp_748258,missing_low_freq,dg,80.92,59.8,buffer,0,25.4,22.826,1581.568,343.395,0.9539,21.728,27646,2132,40145
vp_748258,missing_low_freq,sg,7.96,35.04,failed,0,85.148,6.004,1481.806,580.632,0.9133,18.989,27646,2132,40145
vp_748258,missing_low_freq,sg_c,79.91,82.79,converged,1,25.955,24.088,1545.106,185.657,0.977,24.15,27646,2132,40145
vp_153025,standard,baseline,95.17,55.82,buffer,0,13.97,23.128,1566.097,276.928,0.9627,22.008,28358,2372,41329
vp_153025,standard,dg,91.66,78.96,converged,1,16.774,20.545,1557.367,198.731,0.9694,22.614,28358,2372,41329
vp_153025,standard,sg,97.18,79.51,converged,1,12.184,20.536,1562.565,194.227,0.9803,23.959,28358,2372,41329
vp_153025,standard,sg_c,87.69,76.35,converged,1,20.675,23.273,1552.489,204.284,0.9824,24.322,28358,2372,41329
vp_153025,reduced_compute,baseline,8.54,23.69,failed,0,89.633,5.472,1480.796,591.74,0.9056,18.54,28358,2372,41329
vp_153025,reduced_compute,dg,78.32,84.74,converged,1,24.985,23.747,1586.28,189.543,0.9555,21.622,28358,2372,41329
vp_153025,reduced_compute,sg,96.8,84.53,converged,1,11.779,20.797,1568.445,173.068,0.9684,22.665,28358,2372,41329
vp_153025,reduced_compute,sg_c,95.11,74.28,converged,1,15.394,23.1,1575.647,205.479,0.9793,23.95,28358,2372,41329
vp_153025,missing_low_freq,baseline,8.49,17.2,failed,0,89.948,2.678,1480.3,675.952,0.9016,18.381,28358,2372,41329
vp_153025,missing_low_freq,dg,87.15,65.47,converged,1,21.195,24.489,1577.023,383.042,0.9415,20.559,28358,2372,41329
vp_153025,missing_low_freq,sg,15.75,43.68,failed,0,83.164,28.576,1491.289,494.125,0.9139,19.282,28358,2372,41329
vp_153025,missing_low_freq,sg_c,80.45,78.16,converged,1,29.898,28.356,1547.682,196.865,0.9749,24.158,28358,2372,41329
vp_550439,standard,baseline,9.13,50.05,failed,0,84.144,34.181,1490.119,546.784,0.9179,18.971,30484,3155,44576
vp_550439,standard,dg,90.33,75.34,converged,1,19.877,20.939,1578.958,266.994,0.9602,21.529,30484,3155,44576
vp_550439,standard,sg,96.41,83.04,converged,1,12.855,18.78,1572.182,179.172,0.9786,23.629,30484,3155,44576
vp_550439,standard,sg_c,97.0,80.29,converged,1,11.467,20.642,1565.212,187.352,0.982,24.014,30484,3155,44576
vp_550439,reduced_compute,baseline,5.95,28.75,failed,0,87.286,0.058,1480.002,859.235,0.8975,17.334,30484,3155,44576
vp_550439,reduced_compute,dg,6.1,13.09,failed,0,86.404,3.438,1480.944,854.491,0.8994,17.134,30484,3155,44576
vp_550439,reduced_compute,sg,96.49,83.3,converged,1,13.141,20.141,1566.7,189.091,0.9585,21.594,30484,3155,44576
vp_550439,reduced_compute,sg_c,96.19,83.23,converged,1,14.16,21.644,1570.728,180.794,0.9697,22.849,30484,3155,44576
vp_550439,missing_low_freq,baseline,5.95,27.77,failed,0,87.288,0.018,1480.0,890.649,0.8976,17.361,30484,3155,44576
vp_550439,missing_low_freq,dg,6.05,13.38,failed,0,85.571,5.051,1481.818,874.105,0.8955,16.839,30484,3155,44576
vp_550439,missing_low_freq,sg,16.57,35.53,failed,0,76.884,35.578,1496.902,650.594,0.9123,18.391,30484,3155,44576
vp_550439,missing_low_freq,sg_c,90.85,85.45,converged,1,18.824,21.355,1551.89,168.247,0.9763,23.44,30484,3155,44576
vp_304727,standard,baseline,4.85,21.65,failed,0,82.93,7.824,1480.7,650.15,0.9013,18.271,29692,4407,45040
vp_304727,standard,dg,88.96,73.77,converged,1,22.285,21.531,1568.527,382.439,0.9434,21.087,29692,4407,45040
vp_304727,standard,sg,96.64,92.65,converged,1,12.024,16.828,1563.764,147.295,0.9704,23.459,29692,4407,45040
vp_304727,standard,sg_c,96.39,88.77,converged,1,13.644,18.075,1568.49,155.798,0.9751,23.95,29692,4407,45040
vp_304727,reduced_compute,baseline,4.56,18.54,failed,0,83.03,0.903,1480.113,818.018,0.888,17.478,29692,4407,45040
vp_304727,reduced_compute,dg,4.58,18.63,failed,0,78.809,9.457,1484.641,781.163,0.8904,17.447,29692,4407,45040
vp_304727,reduced_compute,sg,73.69,87.97,converged,1,28.161,18.669,1585.737,184.615,0.9539,22.286,29692,4407,45040
vp_304727,reduced_compute,sg_c,91.05,90.81,converged,1,18.949,21.562,1570.291,163.182,0.958,22.86,29692,4407,45040
vp_304727,missing_low_freq,baseline,4.56,14.52,failed,0,83.133,0.175,1480.005,872.717,0.8863,17.338,29692,4407,45040
vp_304727,missing_low_freq,dg,4.56,22.94,failed,0,80.847,5.56,1482.29,789.095,0.8923,17.476,29692,4407,45040
vp_304727,missing_low_freq,sg,4.84,34.24,failed,0,79.362,9.202,1484.039,688.887,0.8908,18.008,29692,4407,45040
vp_304727,missing_low_freq,sg_c,93.22,94.17,converged,1,15.65,18.653,1553.904,143.186,0.9676,23.377,29692,4407,45040
